nome_datacenter;operadora;latitude;longitude;status;stage;tipo_listagem;tipo_capacidade;tags;link_datacenter;mw_construido;mw_referenciado;whitespace_construido_m;whitespace_referenciado_m;ano_operacional;tipo_construcao;tipo_ocupacao;carga_piso_max_kg_m;redundancia_refrigeracao;cctv;controle_acesso_cartao;biometria;tier_projetado;tier_certificado;pci_dss;iso9001;iso14001;iso22301;iso27001;iso45001;iso50001;soc1;soc2;soc3;colo_suites;colo_cages;colo_cabinets;colo_partial_cabinets;colo_shared_rackspace;colo_footprints;colo_remote_hands;colo_build_to_suit;cloud_gpu;cloud_managed;cloud_baremetal;cloud_public_cloud;qtd_ixps;qtd_clouds;qtd_redes_presentes;qtd_provedores_rede;qtd_provedores_servico;codigo_site;peeringdb_id;cache_overview_status;cache_specs_status;endereco_corrigido;municipio_corrigido;estado_corrigido;pais_corrigido;cep_corrigido;status_geocode
TAKODA Sao Paulo - SP1;TAKODA;-23.65073562900979;-46.72042047496285;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/takdoa-sao-paulo-sp1/;7.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;27;0;0;;1325.0;bloqueado;ok;Av. Dr. Mário Vilas Boas Rodrigues, 278 - Jardim Dom Bosco, São Paulo - SP, 04757-020, Brazil;São Paulo;SP;Brazil;04757-020;OK
TAKODA Sao Paulo - SP2;TAKODA;-23.6487404;-46.7287951;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/takdoa-sao-paulo-sp2/;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Av. Maria Coelho Aguiar, 215 - Jardim São Luís, São Paulo - SP, 05805-000, Brazil;São Paulo;SP;Brazil;05805-000;OK
TAKODA Rio de Janeiro - RJ1;TAKODA;-22.9846856;-43.4316007;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/takoda-rio-de-janeiro-rj1/;9.0;9.0;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;1.0;0.0;1.0;;;1.0;0.0;0.0;0;0;0;0;0;;;ok;ok;Estr. dos Bandeirantes, 10.916 - Vargem Pequena, Rio de Janeiro - RJ, 22783-111, Brazil;Rio de Janeiro;RJ;Brazil;22783-111;OK
TAKODA Sumaré Campus;TAKODA;-22.86322251584453;-47.28033038868878;1;0;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/sao-paulo/takoda-sumare-campus/;96.0;96.0;;;;Purpose-built;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;4PP9+PV Sumaré, São Paulo, Brazil;Sumaré;SP;Brazil;;OK
TAKODA Sumaré - SP3;TAKODA;-22.86322251584453;-47.28033038868878;1;0;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/sao-paulo/takoda-sumare-sp3/;18.0;18.0;;;2027.0;Purpose-built;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;4PP9+PV Sumaré, São Paulo, Brazil;Sumaré;SP;Brazil;;OK
TAKODA Sumaré - SP4;TAKODA;-22.86322251584453;-47.28033038868878;1;0;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/sao-paulo/takoda-sumare-sp4/;;;;;;Purpose-built;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;4PP9+PV Sumaré, São Paulo, Brazil;Sumaré;SP;Brazil;;OK
TAKODA Sumaré - SP5;TAKODA;-22.86322251584453;-47.28033038868878;1;0;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/sao-paulo/takoda-sumare-sp5/;;;;;;Purpose-built;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;4PP9+PV Sumaré, São Paulo, Brazil;Sumaré;SP;Brazil;;OK
Teccloud Campo Bom;Teccloud Stefanini;-29.67133054619021;-51.04449783146063;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/teccloud-campo-bom/;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Washington Luís, 117 - Santa Lúcia, Campo Bom - RS, 93700-000, Brazil;Campo Bom;RS;Brazil;93700-000;OK
Teccloud Porto Alegre;Teccloud Stefanini;-29.9987344;-51.1937557;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/teccloud-porto-alegre/;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Rua 18 de Novembro, 273 - Navegantes, Porto Alegre - RS, 90240-040, Brazil;Porto Alegre;RS;Brazil;90240-040;OK
Tecto São Paulo 1;Tecto Data Centers;-23.4513504;-46.904908;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/tecto-so-paulo-1/;200.0;200.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Estm Bela Vista, 2610 - Alphaville, Santana de Parnaíba - SP, 06539-010, Brazil;Santana de Parnaíba;SP;Brazil;06539-010;OK
Tecto TPOA1;Tecto Data Centers;-29.9956142;-51.119042;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/tecto-tpoa1/;20.0;20.0;;;2026.0;Retrofitted;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Av. Willy Eugênio Fleck, 505 - Rubem Berta, Porto Alegre - RS, 91150-180, Brazil;Porto Alegre;RS;Brazil;91150-180;OK
TELEPORTO RJ;Unknown Company;-22.9101249;-43.2043945;1;2;Multi-Tenant Building;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/teleporto-rj/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;79;2;0;;2124.0;ok;ok;Av. Pres. Vargas, nº 3131 - Cidade Nova, Rio de Janeiro - RJ, 20040-010, Brazil;Rio de Janeiro;RJ;Brazil;20040-010;OK
Telium Data Center - POA;Telium Networks;-30.02869020222021;-51.20765321534026;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/telium-data-center--poa/;;;;;;;;;2N+1;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;12;0;0;;13052.0;bloqueado;ok;R. Moinhos de Vento, 3849 - Moinhos de Vento, Porto Alegre - RS, 90430-020, Brazil;Porto Alegre;RS;Brazil;90430-020;OK
Telium Data Center - SPO;Telium Networks;-23.61994685255926;-46.69968078363942;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/telium-data-center--spo/;;;;;;;;;2N+1;1.0;1.0;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;1.0;;;1.0;1.0;1.0;0;0;35;0;0;;816.0;ok;ok;Av. das Nações Unidas, 13797 - Vila Gertrudes, São Paulo - SP, 04794-000, Brazil;São Paulo;SP;Brazil;04794-000;OK
Terranova Campinas;TERRANOVA;-22.813370520936104;-47.03825864636827;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/campinas/terranova-campinas/;300.0;300.0;;;2027.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;5XP6+MM Campinas, São Paulo, Brazil;Campinas;SP;Brazil;;OK
Tether Angélica;Tether Limited Inc.;-22.03958351176135;-53.84258222396632;1;0;Facility;Enterprise;;https://www.datacentermap.com/brazil/campo-grande/tether-angelica/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;X564+5X Angélica, MS, Brazil;Angélica;MS;Brazil;79785-000;OK
Tether Ivinhema;Tether Limited Inc.;-22.39820517765363;-53.89047238949252;1;0;Facility;Enterprise;;https://www.datacentermap.com/brazil/campo-grande/tether-ivinhema/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;J425+PR Ivinhema, MS, Brazil;Ivinhema;MS;Brazil;79740-000;OK
TIP Brasil Campinas;TIP Brasil;-22.91722523225336;-47.06369711363217;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/campinas/tip-brasil-campinas/;10.0;10.0;;;2025.0;Purpose-built;Sole-tenant;;;;;;3.0;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;R. Fernão Pompeu de Camargo, 209 - Jardim Leonor, Campinas - SP, 13041-025, Brazil;Campinas;SP;Brazil;13041-025;OK
TO HOST Data Centers;TO HOST Data Centers;-10.2048941;-48.3529666;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/palmas/to-host-data-centers/;0.075;0.075;37.0;37.0;2023.0;Purpose-built;Multi-tenant (data centers only);;N+1;1.0;1.0;1.0;3.0;3.0;;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Q. 407 Sul Alameda Circular 1, 43 - Plano Diretor Sul, Palmas - TO, 77015-684, Brazil;Palmas;TO;Brazil;77015-684;OK
TSData Eugênio de Melo;TSData;-23.1510828;-45.7828613;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-jose-dos-campos/tsdata/;0.65;0.65;1000.0;1000.0;2026.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;Estr. Dr. Altino Bondesan, 500 - Jardim Coqueiro, São José dos Campos - SP, 12247-016, Brazil;São José dos Campos;SP;Brazil;12247-016;OK
Tyna Host Data Center;Tyna Host Datacenter no Brasil;-21.12686855946254;-42.35765232351934;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/muriae/tyna-host-data-center/;;;;;;;;;N+1;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;;9702.0;bloqueado;ok;R. Waldemar Vaz Pereira, 45 - Sao Pedro, Muriaé - MG, 36880-000, Brazil;Muriaé;MG;Brazil;36880-000;OK
Ultranet Telecom DC Cambuci;Ultranet Telecom;-23.5723918;-46.6220983;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/ultranet-telecom/;;;;;2015.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;16079.0;bloqueado;ok;Rua Simão Dias da Fonseca, 61 - Cambuci, São Paulo - SP, 01539-020, Brazil;São Paulo;SP;Brazil;01539-020;OK
Unifique Timbó DC1;Unifique;-26.819629;-49.2729353;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/blumenau/unifique-timb-dc1/;1.5;1.5;685.0;685.0;;;;;N+1;;;;3.0;3.0;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;1.0;;;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;R. Duque de Caxias, 831 - Centro, Timbó - SC, 89090-003, Brazil;Timbó;SC;Brazil;89090-003;OK
UPX Campinas Data Center;UPX Technologies;-22.8234811;-47.0358236;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/campinas/upx-campinas/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Rua Guapuruvu, 377 - Sl 3 - Lot. Alphaville Campinas, Campinas - SP, 13098-322, Brazil;Campinas;SP;Brazil;13098-322;OK
VSP Solution Belo Horizonte;VSP Solution;-19.9636041;-43.9563523;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/belo-horizonte/valspe/;;;;;;Retrofitted;Multi-tenant (mixed use);;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;1.0;;0.0;0.0;1.0;1.0;0;0;0;0;0;;;ok;ok;Av. Raja Gabáglia, 3502 - Estoril, Belo Horizonte - MG, 30350-540, Brazil;Belo Horizonte;MG;Brazil;30350-540;OK
VISÃO DATACENTER LTDA;VISÃO DATACENTER LTDA;-26.9570441;-52.5312175;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/xaxim/viso-datacenter/;1.0;1.0;5382.0;5382.0;2004.0;Purpose-built;Multi-tenant (mixed use);100000.0;N+1;1.0;1.0;1.0;3.0;;2.0;1.0;;;1.0;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;0.0;1.0;1.0;1.0;0;0;0;0;0;;;ok;ok;Av. Giácomo Lunardi, 194 - Sl 1 - Alvorada, Xaxim - SC, 89825-000, Brazil;Xaxim;SC;Brazil;89825-000;OK
Vivo Tamboré 1 Data Center;Vivo;-23.4682053921407;-46.85827621448955;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/vivo-tambore-1-data-center/;7.2;7.2;2300.0;2300.0;;;;;;;;;3.0;3.0;;;;;1.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Alameda Firenze, 46 - Res. Tambore III, Santana de Parnaíba - SP, 06544-072, Brazil;Santana de Parnaíba;SP;Brazil;06544-072;OK
Vix DataCenter;ConectJá Telecomunicações;-20.3353451;-40.3907822;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/vitoria/vix-datacenter/;;;;;;;;;;1.0;1.0;1.0;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;1.0;;;0.0;0.0;1.0;0;0;1;0;0;;15163.0;ok;ok;R. Sérgio Cardoso, 75 - Dom Bosco, Cariacica - ES, 29147-350, Brazil;Cariacica;ES;Brazil;29147-350;OK
Tecto Big Lobster;Tecto Data Centers;-3.735477458733797;-38.45801750928638;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/vtal-big-lobster/;6.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;134;2;0;;5304.0;bloqueado;ok;Av. Pintor Antônio Bandeira, 345 - Praia do Futuro I, Fortaleza - CE, 60180-476, Brazil;Fortaleza;CE;Brazil;60180-476;OK
Tecto Mega Lobster;Tecto Data Centers;-3.754739812813852;-38.44731951896043;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/vtal-mega-lobster/;20.0;20.0;;;2025.0;Purpose-built;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Conj. Res Cartier, 4450 - Praia do Futuro II, Fortaleza - CE, 60182-125, Brazil;Fortaleza;CE;Brazil;60182-125;OK
Tecto V.OA;Tecto Data Centers;-29.99154555280535;-51.2015380880618;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/vtal-voa/;6.0;6.0;;;;Retrofitted;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Frederico Mentz, 1081 - Navegantes, Porto Alegre - RS, 90240-110, Brazil;Porto Alegre;RS;Brazil;90240-110;OK
NETWISE EMPRESAS;NETWISE EMPRESAS;-20.0346344;-45.5247215;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/lagoa-da-prata/wise-data/;0.0845;0.0845;;;2024.0;Purpose-built;Sole-tenant;5000.0;2N+1;1.0;1.0;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Francisco Miranda Júnior, 202 - Lagoa da Prata, MG, 35590-000, Brazil;Lagoa da Prata;MG;Brazil;35590-000;OK
Yamna Porto do Açu;Yamna;-21.835768078438747;-41.04413666468216;1;-1;Land;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/rio-de-janeiro/yamna-porto-do-au/;250.0;250.0;;;;Purpose-built;Multi-tenant (data centers only);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok;5X74+M8 Pipeiras, São João da Barra - RJ, Brazil;São João da Barra;RJ;Brazil;;OK
